entity_text,entity_normalized,entity_type,source_url,mention_count,example_sentence
Following,Following,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,2,"Early life and Following Nolan was raised by an American mother and a British father, and his family spent time in both Chicago and London"
Inception,Inception,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,4,"His notable films include Inception (2010), Interstellar (2014), Dunkirk (2017), and several Batman movies"
Insomnia,Insomnia,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"Nolan followed up with Insomnia (2002), a thriller set in the Alaskan wilds, which starred Al Pacino as a compromised police detective. In 2003 Warner Brothers enlisted Nolan to direct an installment of the Batman franchise, the first since 1997’s poorly received Batman & Robin"
Interstellar,Interstellar,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,2,"His notable films include Inception (2010), Interstellar (2014), Dunkirk (2017), and several Batman movies"
Man of Steel,Man of Steel,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,Nolan also helped develop the story for the Superman reboot Man of Steel (2013
Memento,Memento,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,2,Memento and Batman
Oppenheimer,Oppenheimer,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"Nolan’s 2023 film, Oppenheimer, depicts American theoretical physicist J. Robert Oppenheimer’s role in the development of the atomic bomb and the later security hearing over his alleged ties to communism"
Oscar,Oscar,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,2,"In addition, Nolan received an Oscar nod for his direction"
Star Wars,Star Wars,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,He was influenced by George Lucas’s Star Wars trilogy and by the immersive dystopian films of Ridley Scott
Tenet,Tenet,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"In 2020 he wrote and directed Tenet, a time-bending action thriller that centers on a C.I.A. agent trying to avert a world war"
The Dark Knight,The Dark Knight,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,2,"The Dark Knight (2008) leans even more heavily on the moral and structural decay of its setting, fictional Gotham City, and it revives such classic Batman villains as the Joker (played by Heath Ledger"
The Dark Knight Rises,The Dark Knight Rises,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"His Batman series concluded with the grandiose The Dark Knight Rises (2012), in which the superhero’s exploits are set against a backdrop of civil unrest"
The Prestige,The Prestige,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"Nolan’s next project was The Prestige (2006), a story of two warring illusionists in early 20th-century London"
a Golden Globe Award,a Golden Globe Award,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"He also received a Golden Globe Award for his directorial work, and Oppenheimer was named best film drama"
an Academy Award,an Academy Award,WORK_OF_ART,https://www.britannica.com/biography/Christopher-Nolan-British-director,1,"In 2024 Nolan won an Academy Award for best director for Oppenheimer (2023), which was also named best picture"
1925,1925,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After graduating in 1925, he sailed for England to do research at the Cavendish Laboratory at the University of Cambridge, which, under the leadership of Lord Ernest Rutherford, had an international reputation for its pioneering studies on atomic structure"
1936,1936,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1936 he sided with the republic during the Civil War in Spain, where he became acquainted with communist students"
1939,1939,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,2,"In 1939, Oppenheimer began an affair with Katharine Puening, a graduate student in botany at the University of California, Los Angeles"
1940,1940,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Puening divorced her husband and married Oppenheimer in 1940
1942,1942,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"For reasons that have not been made clear, Oppenheimer in 1942 initiated discussions with military security agents that culminated with the implication that some of his friends and acquaintances were agents of the Soviet government"
1943,1943,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1943 he chose the plateau of Los Alamos, near Santa Fe, New Mexico"
1947,1947,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,2,"In 1947 he became head of the Institute for Advanced Study and served from 1947 until 1952 as chairman of the General Advisory Committee of the Atomic Energy Commission, which in October 1949 opposed development of the hydrogen bomb"
1952,1952,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1947 he became head of the Institute for Advanced Study and served from 1947 until 1952 as chairman of the General Advisory Committee of the Atomic Energy Commission, which in October 1949 opposed development of the hydrogen bomb"
1954,1954,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,2,"In a 1954 security hearing, he described his contribution to those discussions as “a tissue of lies"
1963,1963,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,In 1963 U.S. Pres. Lyndon B. Johnson presented Oppenheimer with the Enrico Fermi Award of the Atomic Energy Commission
1966,1966,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Oppenheimer retired from the Institute for Advanced Study in 1966 and died of throat cancer the following year
2014,2014,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 2014, 60 years after the proceedings that effectively ended Oppenheimer’s career, the U.S. Department of Energy released the full, declassified transcript of the hearing"
2022,2022,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,In 2022 the Department of Energy formally vacated the revocation of Oppenheimer’s security clearance
2023,2023,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Christopher Nolan’s Oppenheimer (2023), cast Cillian Murphy in the title role of a film that explored Oppenheimer’s role in the development of the atomic bomb and the events that led to the 1954 security hearing"
60 years,60 years,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 2014, 60 years after the proceedings that effectively ended Oppenheimer’s career, the U.S. Department of Energy released the full, declassified transcript of the hearing"
"April 22, 1904","April 22, 1904",DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
August 1942,August 1942,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In August 1942 the U.S. Army was given the responsibility of organizing the efforts of British and U.S. physicists to seek a way to harness nuclear energy for military purposes, an effort that became known as the Manhattan Project"
"December 21, 1953","December 21, 1953",DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"On December 21, 1953, he was notified of a military security report unfavourable to him and was accused of having associated with communists in the past, of delaying the naming of Soviet agents, and of opposing the building of the hydrogen bomb"
"February 18, 1967","February 18, 1967",DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
"July 16, 1945","July 16, 1945",DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"The joint effort of outstanding scientists at Los Alamos culminated in the first nuclear explosion, on July 16, 1945, at the Trinity Site near Alamogordo, New Mexico, after the surrender of Germany"
October 1949,October 1949,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1947 he became head of the Institute for Advanced Study and served from 1947 until 1952 as chairman of the General Advisory Committee of the Atomic Energy Commission, which in October 1949 opposed development of the hydrogen bomb"
October of the same year,October of the same year,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In October of the same year, Oppenheimer resigned his post"
The following year,The following year,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"The following year, a security hearing declared him not guilty of treason but ruled that he should not have access to military secrets"
only a few years before,only a few years before,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Since quantum theory had been proposed only a few years before, the university post provided him an excellent opportunity to devote his entire career to the exploration and development of its full significance"
the 1920s,the 1920s,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,In the 1920s the new quantum and relativity theories were engaging the attention of science
the following year,the following year,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Oppenheimer retired from the Institute for Advanced Study in 1966 and died of throat cancer the following year
the last years,the last years,DATE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,He spent the last years of his life working out ideas on the relationship between science and society
World War II,World War II,EVENT,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"He was accused of being a security risk for associating with communists before World War II, for giving conflicting testimony to the FBI about an attempt by an alleged communist to obtain information about the atomic bomb for the Soviet Union, and for opposing development of the hydrogen bomb"
the Civil War,the Civil War,EVENT,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1936 he sided with the republic during the Civil War in Spain, where he became acquainted with communist students"
Alamogordo,Alamogordo,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"The joint effort of outstanding scientists at Los Alamos culminated in the first nuclear explosion, on July 16, 1945, at the Trinity Site near Alamogordo, New Mexico, after the surrender of Germany"
England,England,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After graduating in 1925, he sailed for England to do research at the Cavendish Laboratory at the University of Cambridge, which, under the leadership of Lord Ernest Rutherford, had an international reputation for its pioneering studies on atomic structure"
Germany,Germany,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,4,"Oppenheimer’s father, Julius S. Oppenheimer, was a textile merchant who had emigrated from Germany to the United States, and his mother, Ella Friedman, was the child of German immigrants"
Los Alamos,Los Alamos,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,3,"J. Robert Oppenheimer was the director of the laboratory at Los Alamos, New Mexico, where the atomic bomb was designed"
New Jersey,New Jersey,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
New Mexico,New Mexico,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,4,"J. Robert Oppenheimer was the director of the laboratory at Los Alamos, New Mexico, where the atomic bomb was designed"
New York,New York,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,2,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
New York City,New York City,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Early life and education Oppenheimer was the son of a German immigrant who had made his fortune by importing textiles in New York City
Poland,Poland,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After the invasion of Poland by Nazi Germany in 1939, the physicists Albert Einstein, Leo Szilard, and Eugene Wigner warned the U.S. government of the danger threatening all of humanity if the Nazis should be the first to make a nuclear bomb"
Princeton,Princeton,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
Santa Fe,Santa Fe,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1943 he chose the plateau of Los Alamos, near Santa Fe, New Mexico"
Spain,Spain,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1936 he sided with the republic during the Civil War in Spain, where he became acquainted with communist students"
U.S,U.S,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,5,Accusations of disloyalty led to a government hearing that resulted in the loss of his security clearance and of his position as adviser to the highest echelons of the U.S. government
the Soviet Union,the Soviet Union,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"He was accused of being a security risk for associating with communists before World War II, for giving conflicting testimony to the FBI about an attempt by an alleged communist to obtain information about the atomic bomb for the Soviet Union, and for opposing development of the hydrogen bomb"
the United States,the United States,GPE,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Oppenheimer’s father, Julius S. Oppenheimer, was a textile merchant who had emigrated from Germany to the United States, and his mother, Ella Friedman, was the child of German immigrants"
Britannica Premium,Britannica Premium,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Explore Britannica Premium
Cavendish,Cavendish,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"At the Cavendish, Oppenheimer had the opportunity to collaborate with the British scientific community in its efforts to advance the cause of atomic research"
Energy,Energy,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Energy Secretary Jennifer Granholm claimed that the “bias and unfairness” of a “flawed process” had led to his exile from the nuclear establishment
FBI,FBI,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"He was accused of being a security risk for associating with communists before World War II, for giving conflicting testimony to the FBI about an attempt by an alleged communist to obtain information about the atomic bomb for the Soviet Union, and for opposing development of the hydrogen bomb"
Harvard University,Harvard University,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"During his undergraduate studies at Harvard University, Oppenheimer excelled in Latin, Greek, physics, and chemistry, published poetry, and studied Eastern philosophy"
Oppenheimer,Oppenheimer,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Christopher Nolan’s Oppenheimer (2023), cast Cillian Murphy in the title role of a film that explored Oppenheimer’s role in the development of the atomic bomb and the events that led to the 1954 security hearing"
The Federation of American Scientists,The Federation of American Scientists,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,The Federation of American Scientists immediately came to his defense with a protest against the trial
the Atomic Energy Commission,the Atomic Energy Commission,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,2,"In 1947 he became head of the Institute for Advanced Study and served from 1947 until 1952 as chairman of the General Advisory Committee of the Atomic Energy Commission, which in October 1949 opposed development of the hydrogen bomb"
the Cavendish Laboratory,the Cavendish Laboratory,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After graduating in 1925, he sailed for England to do research at the Cavendish Laboratory at the University of Cambridge, which, under the leadership of Lord Ernest Rutherford, had an international reputation for its pioneering studies on atomic structure"
the Communist Party,the Communist Party,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Although his father’s death in 1937 left Oppenheimer a fortune that allowed him to subsidize anti-fascist organizations, the tragic suffering inflicted by Joseph Stalin on Russian scientists led him to withdraw his associations with the Communist Party—in fact, he never joined the party—and at the same time reinforced in him a liberal democratic philosophy"
the Department of Energy,the Department of Energy,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,In 2022 the Department of Energy formally vacated the revocation of Oppenheimer’s security clearance
the General Advisory Committee,the General Advisory Committee,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1947 he became head of the Institute for Advanced Study and served from 1947 until 1952 as chairman of the General Advisory Committee of the Atomic Energy Commission, which in October 1949 opposed development of the hydrogen bomb"
the Institute for Advanced Study,the Institute for Advanced Study,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,3,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
the Los Alamos Laboratory,the Los Alamos Laboratory,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"born April 22, 1904, New York, New York, U.S.—died February 18, 1967, Princeton, New Jersey) was an American theoretical physicist and science administrator, noted as director of the Los Alamos Laboratory (1943–45) during development of the atomic bomb and as director of the Institute for Advanced Study, Princeton (1947–66"
the Manhattan Project,the Manhattan Project,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,3,What did J. Robert Oppenheimer do in the Manhattan Project
the Manhattan Project’s,the Manhattan Project’s,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"J. Robert Oppenheimer is most famous for being director of the Manhattan Project’s laboratory at Los Alamos, New Mexico, where the atomic bomb was designed"
the U.S. Army,the U.S. Army,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In August 1942 the U.S. Army was given the responsibility of organizing the efforts of British and U.S. physicists to seek a way to harness nuclear energy for military purposes, an effort that became known as the Manhattan Project"
the U.S. Atomic Energy Commission,the U.S. Atomic Energy Commission,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"As a result, his contract as adviser to the U.S. Atomic Energy Commission was canceled"
the U.S. Department of Energy,the U.S. Department of Energy,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 2014, 60 years after the proceedings that effectively ended Oppenheimer’s career, the U.S. Department of Energy released the full, declassified transcript of the hearing"
the University of California,the University of California,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,This led to the dismissal of a personal friend on the faculty at the University of California
"the University of California, Los Angeles","the University of California, Los Angeles",ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1939, Oppenheimer began an affair with Katharine Puening, a graduate student in botany at the University of California, Los Angeles"
the University of Cambridge,the University of Cambridge,ORG,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After graduating in 1925, he sailed for England to do research at the Cavendish Laboratory at the University of Cambridge, which, under the leadership of Lord Ernest Rutherford, had an international reputation for its pioneering studies on atomic structure"
Adolf Hitler,Adolf Hitler,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,The rise of Adolf Hitler in Germany stirred his first interest in politics
Albert Einstein,Albert Einstein,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After the invasion of Poland by Nazi Germany in 1939, the physicists Albert Einstein, Leo Szilard, and Eugene Wigner warned the U.S. government of the danger threatening all of humanity if the Nazis should be the first to make a nuclear bomb"
Christopher Nolan’s,Christopher Nolan’s,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Christopher Nolan’s Oppenheimer (2023), cast Cillian Murphy in the title role of a film that explored Oppenheimer’s role in the development of the atomic bomb and the events that led to the 1954 security hearing"
Cillian Murphy,Cillian Murphy,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Christopher Nolan’s Oppenheimer (2023), cast Cillian Murphy in the title role of a film that explored Oppenheimer’s role in the development of the atomic bomb and the events that led to the 1954 security hearing"
Ella Friedman,Ella Friedman,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Oppenheimer’s father, Julius S. Oppenheimer, was a textile merchant who had emigrated from Germany to the United States, and his mother, Ella Friedman, was the child of German immigrants"
Ernest Rutherford,Ernest Rutherford,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After graduating in 1925, he sailed for England to do research at the Cavendish Laboratory at the University of Cambridge, which, under the leadership of Lord Ernest Rutherford, had an international reputation for its pioneering studies on atomic structure"
Eugene Wigner,Eugene Wigner,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After the invasion of Poland by Nazi Germany in 1939, the physicists Albert Einstein, Leo Szilard, and Eugene Wigner warned the U.S. government of the danger threatening all of humanity if the Nazis should be the first to make a nuclear bomb"
J. Robert Oppenheimer,J. Robert Oppenheimer,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,6,What did J. Robert Oppenheimer do in the Manhattan Project
J. Robert Oppenheimer’s,J. Robert Oppenheimer’s,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,What was J. Robert Oppenheimer’s IQ
Jennifer Granholm,Jennifer Granholm,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Energy Secretary Jennifer Granholm claimed that the “bias and unfairness” of a “flawed process” had led to his exile from the nuclear establishment
Joseph Stalin,Joseph Stalin,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Although his father’s death in 1937 left Oppenheimer a fortune that allowed him to subsidize anti-fascist organizations, the tragic suffering inflicted by Joseph Stalin on Russian scientists led him to withdraw his associations with the Communist Party—in fact, he never joined the party—and at the same time reinforced in him a liberal democratic philosophy"
Julius S. Oppenheimer,Julius S. Oppenheimer,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"Oppenheimer’s father, Julius S. Oppenheimer, was a textile merchant who had emigrated from Germany to the United States, and his mother, Ella Friedman, was the child of German immigrants"
Katharine Puening,Katharine Puening,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"In 1939, Oppenheimer began an affair with Katharine Puening, a graduate student in botany at the University of California, Los Angeles"
Leo Szilard,Leo Szilard,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,"After the invasion of Poland by Nazi Germany in 1939, the physicists Albert Einstein, Leo Szilard, and Eugene Wigner warned the U.S. government of the danger threatening all of humanity if the Nazis should be the first to make a nuclear bomb"
Lyndon B. Johnson,Lyndon B. Johnson,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,In 1963 U.S. Pres. Lyndon B. Johnson presented Oppenheimer with the Enrico Fermi Award of the Atomic Energy Commission
McCarthy,McCarthy,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,The revoking of his security clearance during the McCarthy era because of accusations of past associations with communists provoked outcry from the scientific community
Oppenheimer,Oppenheimer,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,21,Was Oppenheimer German
Puening,Puening,PERSON,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,Puening divorced her husband and married Oppenheimer in 1940
the Enrico Fermi Award,the Enrico Fermi Award,WORK_OF_ART,https://www.britannica.com/biography/J-Robert-Oppenheimer,1,In 1963 U.S. Pres. Lyndon B. Johnson presented Oppenheimer with the Enrico Fermi Award of the Atomic Energy Commission
1934,1934,DATE,https://www.britannica.com/topic/Breaking-Bad,1,"Mr. Chips is the name of a kindly schoolteacher in the 1934 novel Goodbye, Mr. Chips by James Hilton"
1983,1983,DATE,https://www.britannica.com/topic/Breaking-Bad,1,"Scarface can refer to either real-life ChicagogangsterAl Capone or the fictional gangster Tony Montana, played by Al Pacino in Brian De Palma’s 1983 film Scarface"
2011,2011,DATE,https://www.britannica.com/topic/Breaking-Bad,1,In 2011 AMC signed an agreement with Netflix to include Breaking Bad on the latter’s streaming service
2012,2012,DATE,https://www.britannica.com/topic/Breaking-Bad,1,"By the time the final season debuted in 2012, its audience had more than doubled"
2013,2013,DATE,https://www.britannica.com/topic/Breaking-Bad,1,The show won twice (2013 and 2014) for outstanding drama series and received four awards for single-camera picture editing and one for writing
2014,2014,DATE,https://www.britannica.com/topic/Breaking-Bad,1,The show won twice (2013 and 2014) for outstanding drama series and received four awards for single-camera picture editing and one for writing
2019,2019,DATE,https://www.britannica.com/topic/Breaking-Bad,1,"After the show ended, Gilligan produced two spin-offs: the movie sequel El Camino: A Breaking Bad Movie (2019), centering on Jesse Pinkman, and the prequel series Better Call Saul (2015–22), featuring fan favorite Saul Goodman"
"January 20, 2008","January 20, 2008",DATE,https://www.britannica.com/topic/Breaking-Bad,1,"Then, when the series premiered on January 20, 2008, the National Football Conference championship game airing that same night ran into overtime, cutting into the show’s time slot"
November 2007,November 2007,DATE,https://www.britannica.com/topic/Breaking-Bad,1,"The Writers Guild of America began a strike in November 2007 during the show’s production, so that only seven of nine planned episodes could be made"
"September 29, 2013","September 29, 2013",DATE,https://www.britannica.com/topic/Breaking-Bad,1,"The series finale aired on September 29, 2013, and was watched by more than 10 million people"
its debut season,its debut season,DATE,https://www.britannica.com/topic/Breaking-Bad,1,"From its debut season, the show impressed critics"
Albuquerque,Albuquerque,GPE,https://www.britannica.com/topic/Breaking-Bad,1,"Premise and characters Set in Albuquerque, New Mexico, Breaking Bad is the story of a mild-mannered high schoolchemistry teacher named Walter White (played by Cranston) who discovers that he has inoperable lung cancer"
New Mexico,New Mexico,GPE,https://www.britannica.com/topic/Breaking-Bad,1,"Premise and characters Set in Albuquerque, New Mexico, Breaking Bad is the story of a mild-mannered high schoolchemistry teacher named Walter White (played by Cranston) who discovers that he has inoperable lung cancer"
AMC,AMC,ORG,https://www.britannica.com/topic/Breaking-Bad,4,"Gilligan wrote the series pilot and successfully pitched it to Sony Pictures Television, which sold the show to AMC"
Britannica Premium,Britannica Premium,ORG,https://www.britannica.com/topic/Breaking-Bad,1,Explore Britannica Premium
National Football Conference,National Football Conference,ORG,https://www.britannica.com/topic/Breaking-Bad,1,"Then, when the series premiered on January 20, 2008, the National Football Conference championship game airing that same night ran into overtime, cutting into the show’s time slot"
Netflix,Netflix,ORG,https://www.britannica.com/topic/Breaking-Bad,3,Breaking Bad was the first cable television show to benefit from the so-called “Netflix effect
Sony Pictures Television,Sony Pictures Television,ORG,https://www.britannica.com/topic/Breaking-Bad,1,"Gilligan wrote the series pilot and successfully pitched it to Sony Pictures Television, which sold the show to AMC"
The Writers Guild of America,The Writers Guild of America,ORG,https://www.britannica.com/topic/Breaking-Bad,1,"The Writers Guild of America began a strike in November 2007 during the show’s production, so that only seven of nine planned episodes could be made"
the Drug Enforcement Administration,the Drug Enforcement Administration,ORG,https://www.britannica.com/topic/Breaking-Bad,1,White’s meth-making business requires him to outsmart his brother-in-law Hank Schrader (Dean Norris)—an agent with the Drug Enforcement Administration—as well as local crime boss Gus Fring (Giancarlo Esposito) and Mexican drug cartel leader Hector (“Tio”) Salamanca (Mark Margolis
Al Pacino,Al Pacino,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,"Scarface can refer to either real-life ChicagogangsterAl Capone or the fictional gangster Tony Montana, played by Al Pacino in Brian De Palma’s 1983 film Scarface"
Banks,Banks,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,"Banks, Esposito, and Margolis also received nominations for their performances as supporting characters"
Bob Odenkirk,Bob Odenkirk,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,"Other characters include the shady lawyer Saul Goodman (Bob Odenkirk), the hit man and crime scene “cleaner” Mike Ehrmantraut (sociopath Todd Alquist (Jesse Plemons"
Brian De Palma’s,Brian De Palma’s,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,"Scarface can refer to either real-life ChicagogangsterAl Capone or the fictional gangster Tony Montana, played by Al Pacino in Brian De Palma’s 1983 film Scarface"
Bryan Cranston,Bryan Cranston,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,"The show was a popular and critical success and a breakout series for many of its cast members, in particular its lead actor Bryan Cranston"
Chips,Chips,PERSON,https://www.britannica.com/topic/Breaking-Bad,2,"For his new show, Gilligan wanted to chronicle the gradual transformation of a harmless man into a dangerous criminal—in his words, “to turn Mr. Chips into Scarface"
Cranston,Cranston,PERSON,https://www.britannica.com/topic/Breaking-Bad,4,"Premise and characters Set in Albuquerque, New Mexico, Breaking Bad is the story of a mild-mannered high schoolchemistry teacher named Walter White (played by Cranston) who discovers that he has inoperable lung cancer"
Dean Norris)—an,Dean Norris)—an,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,White’s meth-making business requires him to outsmart his brother-in-law Hank Schrader (Dean Norris)—an agent with the Drug Enforcement Administration—as well as local crime boss Gus Fring (Giancarlo Esposito) and Mexican drug cartel leader Hector (“Tio”) Salamanca (Mark Margolis
Esposito,Esposito,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,"Banks, Esposito, and Margolis also received nominations for their performances as supporting characters"
Giancarlo Esposito,Giancarlo Esposito,PERSON,https://www.britannica.com/topic/Breaking-Bad,1,White’s meth-making business requires him to outsmart his brother-in-law Hank Schrader (Dean Norris)—an agent with the Drug Enforcement Administration—as well as local crime boss Gus Fring (Giancarlo Esposito) and Mexican drug cartel leader Hector (“Tio”) Salamanca (Mark Margolis
Gilligan,Gilligan,PERSON,https://www.britannica.com/topic/Breaking-Bad,7,"Prior to Breaking Bad, Gilligan served as a writer and producer on the science fiction series The X-Files (1993–2018"
